itemName,itemDescription, picture,  Type, Brand, Size, Price, Url, Onsale, discount ,,,
Ride Burnout Wide Snowboard,Description: Ride Burnout Wide Snowboard                        A new Linear Twin Sidecut design paired with Flat Kick Tips increases underfoot width enhances leverage on landings increases edge hold through turns and improves stability on flat base. Carbon Slimewalls enhance response and stability without adding stiffness. The Burnout is a high-end twin for an intermediate to advanced rider looking to avoid the stress and frustration commonly associated with riding the same old high-end freestyle shape.   Key Features of Ride Burnout Wide Snowboard Twin Hybrid CamberNEW! Linear Twin SidecutCleave EdgeSintered Stone Ground BasePerformance CoreSlimewalls Carbon SlimewallsDouble Impact PlatesCarbon Array 5Hybrid GlassFlat Kick TipsRoll-In ConstructionDesign: Hybrid CamberResponse: Medium DimensionsLength (cm)154W157WEffective Edge (cm)122.1124.7Tip Width (cm)30.330.6Tail Width (cm)30.330.6Waist Width (cm)25.825.9Sidecut (m)7.857.95,static/img/loading.gif,Snowboards,Ride,154cm (W),324.95,https://www.The-House.com/9854rdburtw20zz-ride-snowboards.html,T,(35% Off),,,
DC Mega Snowboard,Description: DC Mega Snowboard                        Team-tested and approved the Mega is built to bring skate-inspired style to the snow by combining snappy Lock & Load camber with a lightweight pop-enhancing Fresh Deck top sheet.  Key Features of DC Mega Snowboard Lock & Load CamberStratus CoreBiax FiberglassSintered SupremeFresh Deck Top SheetRadius 2 FlatFlex Rating: 7/10Camber: +6mm DimensionsLength (cm)147150153156159Running Length109112114116118Tip Width (cm)29.0329.2229.4229.5929.77Tail Width (cm)29.0329.2229.4229.5929.77Waist Width (cm)24.624.82525.225.4Sidecut (m)6.36.66.97.27.5,static/img/loading.gif,Snowboards,DC,147cm-150cm-153cm-156cm-159cm,374.95,https://www.The-House.com/9847dcmeg20zz-dc-snowboards.html,T,(25% Off),,,
Salomon Pulse Wide Snowboard,Description: Salomon Pulse Wide Snowboard                        The Pulse features Flat Out Camber and Bite Free edges for low consequence creative riding. Packing an Aspen Core with a versatile directional twin shape. This is an easy choice for any one who wants to explore all terrain freestyle riding.  Key Features of Salomon Pulse Wide Snowboard: Shape: Directional TwinProfile: Flat Out CamberSide Cut: RadialWidth: WideBase: ExtrudedABS SidewallExtrudedAspen CoreStandard stone finishBite Free4X4 insertsBA LD fiber glassFlex: Soft DimensionsLength158W162WEffective Edge119.5123.5Nose Width30.630.9Waist Width2626.5Tail Width30.630.9Stance Set Back10mm10mm,static/img/loading.gif,Snowboards,Salomon,158cm (W)-162cm (W),299.95,https://www.The-House.com/9858sapulsw21zz-salomon-snowboards.html,F,,,,
CAPiTA Mercury Snowboard,"Description: CAPiTA Mercury Snowboard                        A favorite of all-terrain masters like Kevin Backstorm and Arthur Longo the Mercury will get you into and out of every possible situation. From powder and kickers to side hits and laps around the park this award-winning series is renowned for all-terrain versatility. It has been designed for power then you want it and float when you need it. With this board there''s no need to check the weather report because it can handle it all. Featuring an FSC Certified Panda Core with Bamboo Power Rods among many other technical attributes like Amplitex V-Tech Amplifiers the Mercury''s durability and ollie power reign supreme.   Key Features of CAPiTA Mercury Snowboard: New Age Directional Sidecut with Death Grip Multitech Level 6 DeepSpace Silkscreen + PAM16000 Topsheet w/ Metallic UnderlayDie-cut BasePLT Topsheet Technology360 Degree HRC48 Steel EdgeFull ABS1000 SidewallsStainless Steel 4x2 InsertsFSC Certified Panda CoreAmplitex V-Tech AmplifierHolysheet Fiberglass + Magic Bean ResinHyperdrive BaseBomb-Proof Bonding ComponentBamboo Power RodsRider Type: ResortCamber: Resort V2 Profile0.5"" Set BackFlex: 6.5/10 DimensionsLength153155157159161Effective Edge (cm)118.3119.9121.5122.3124.4Waist (cm)25.325.525.725.926.1Nose/Tail (cm)29.9/29.629.9/29.930.1/30.130.3/30.330.6/30.6Sidecut7.5/1.5/7.57.7/1.5/7.77.85/1.5/7.858/1.5/88.15/1.5/8.15",static/img/loading.gif,Snowboards,CAPiTA,153cm-155cm-157cm-159cm-161cm,559.95,https://www.The-House.com/9853camer21zz-capita-snowboards.html,F,,,,
Arbor Wasteland Snowboard,Description: Arbor Wasteland Snowboard                        This winter master the slopes riding the high-end Arbor Wasteland men's snowboard. The Wasteland is a powder freeride and all-mountain snowboard that will help you master whatever you're presented with. Featuring a directional twin shape that offers a diverse and confident ride. A rocker profile creates a super floaty poppy board that handles amazingly anywhere on the mountain you choose to take it this winter. Arbor designed the Wasteland with an American Black Walnut and Black Hand Dyed Ash Power Ply topsheet for a beautiful classic looking snowboard. The Hyland core is Arbor's highest-end core that is made from a blend of Poplar and Paulownia which creates a lightweight high-performing snowboard. Equipped with two carbon fiber uprights that run from tip to tail help maintain lasting durability while providing you with outstanding pop and added stiffness. The sintered base provides you a durable base that is speedy when waxed. The Arbor Wasteland features a medium to stiff board falling closer to stiff than medium making the board great for advanced riders looking for a strong hold when carving at high speeds. Hit the mountain on the Arbor Wasteland Men's Snowboard.  Key Features of Arbor Wasteland Snowboard Black Hand Dyed Ash/American Black Walnut Power PlyHighland CoreSintered BaseMixed Glassing2x4 14-Pack InsertsCarbon Uprights360?? RailsThunderhead TipThree Year WarrantyThe Rocker SystemMountain TwinFlex Meter: 8/10 DimensionsLength (cm)154156158160162Effective Edge (cm)115.4117.2119120.8122.6Tip Width (cm)29.129.129.129.6229.8Tail Width (cm)29.129.129.129.6229.8Waist Width (cm)2525.125.225.326Sidecut (m)7.77.87.988.1,static/img/loading.gif,Snowboards,Arbor,160cm-162cm,454.95,https://www.The-House.com/9856arwstl19zz-arbor-snowboards.html,T,(30% Off),,,
Burton Instigator Wide Snowboard,Description: Burton Instigator Wide Snowboard Shortcut the learning curve with an all-around board that's catch-free and easy for boosting confidence anywhere you take it.Some riders just want to get straight to the fun part. Enjoy a no-fuss feel with the men's Burton Instigator Snowboard a board designed to help accelerate the learning curve and instigate a good time from your first moment on the mountain. The combination of a Flat Top bend and Cruise Control convex base keeps things friendly underfoot creating a catch-free feel that maintains stability and control. The Channel® mounting system gives you the easiest most adjustable setup with bindings from all major brands (not just Burton's).  Key Features of Burton Instigator Wide Snowboard: Directional Shape is the classic snowboard shape designed to be ridden with a slightly longer nose than tail to concentrate pop in the tail while providing plenty of float flow and control to rip any terrain or condition5mm Taper makes for easy turning providing the feel and focus of a directional board without anything holding you back from riding it like a twinFlat Top Bend provides stability balance and continuous edge control helping the tip and tail kick up for a catch-free and loose riding experienceTwin Flex is perfectly symmetrical from tip to tail for a balanced ride that's equally versatile regular or switchSuper Fly 800G Core is a dual-species wood core that is loaded with pop and alternates between hard and soft woods to reduce overall weight without limiting performance, Dualzone EGD engineered wood grain is positioned along the toe and heel edges on two continuous zones perpendicular to the core for more edge-hold response and strengthBiax Fiberglass features a jib-friendly torsionally soft flex and a forgiving feel that's great for beginning riders or the parkExtruded Base provides speed and strength and requires little in the way of maintenanceThe Channel® Board Mount is designed to help dial in the perfect stance and is compatible with all major bindings The Channel® - Stronger faster easier and designed to help dial-in the perfect stance for you - The Channel® gives you ultimate control of your stance and your board in a design compatible with all major bindings (not just Burton's).,static/img/loading.gif,Snowboards,Burton,150cm (W)-155cm (W)-160cm (W)-165cm (W),399.95,https://www.The-House.com/9850btinstw21zz-burton-snowboards.html,F,,,
Lib Tech Litigator Snowboard,Description: Lib Tech Litigator Snowboard                        When we want to kick someone’s ass we call on the Litigator! Born in the 80s this is the board Jamie Lynn cut his teeth on. Big floaty nose open high speed sidecut whipped up tail for blocking or blasting backwards landings. The ultimate big mountain freestyle stick is back on the case.  Key Features of Lib Tech Litigator Snowboard Core: 75% Aspen / 25% PaulowniaGlass: Tri-Ax / Bi-Ax FiberTop: Flower Textured Eco Sublimated Poly TopBase: Eco Sublimated TNT (Fast & Low Maintenance)Birch Internal SidewallsUHMW Sintered SidewallsUHMW Tip/Tail Impact DeflectionOriginal Power Construction [OP]Camber3: Correct CamberAggression - Control/Precision/PowerCamber/Mild Rocker/CamberMagne-Traction - Effortless Edge HoldSerrated Steak Knife TechnologyHandcrafted Near Canada in the USAMervin Made - Zero Hazardous WasteArt by Pete SaariexperiMENTAL/Freeride - Directional DimensionsLength (cm)170Contact Length (cm)122Tip Width (cm)31Tail Width (cm)30.6Waist Width (cm)26.2Sidecut (m)8.75Flex Range 1=Soft 10=Firm7,static/img/loading.gif,Snowboards,Lib Tech,170cm,454.95,https://www.The-House.com/9870ltlit20zz-lib-tech-snowboards.html,T,(30% Off),,,
DC Media Blitz Snowboard,Description: DC Media Blitz Snowboard                        This season hit up the mountain on the quality 2019 DC Media Blitz men's snowboard. Created with the highest standards the DC Media Blitz has been designed tested and Torstein approved. This snowboard features a directional shape and a camber profile creating a great powder freestyle vibe that will have you wanting to be on the slopes all day every day of the week. A stiff flex gives the Blitz an aggressive ride that is great for advanced riders looking to shred a board as advanced as they are. Carbon stringers in the board give it a lightweight ride that is great when sending it over the new jump in the park or jibbing through the trees searching for powder. If DC's snowboarding rockstar Torstein Horgmo approves of the Media Blitz you are going to be in love after your first run. This winter rip the DC Media Blitz snowboard all over the mountain.  Key Features of DC Media Blitz Snowboard Traditional CamberImpact CoreTriax FiberglassCarbon StringersSintered SupremeFresh Deck Top SheetTips UpFlex Rating: 9/10Camber: +6mm DimensionsLength (cm)150154Effective Edge (cm)112116Tip Width (cm)29.229.75Tail Width (cm)29.229.75Waist Width (cm)2525.2Sidecut (m)7.57.8,static/img/loading.gif,Snowboards,DC,150cm,356.95,https://www.The-House.com/9850dcmedb19zz-dc-snowboards.html,T,(35% Off),,,
Nidecker Score Snowboard,Description: Nidecker Score Snowboard                        The Score is designed for riders who enjoy high-speed runs and want to improve their all mountain skills as fast as they like to ride. Easy to control and soft enough to offer a smooth fatigue free ride the Score will give you the confidence you need to progress quickly. The directional shape with only a 1cm difference between the nose and the tail gives the board great drive and makes it easy to ride switch. It features: our standard Full Wood Core made of poplar combined with beech reinforcements in the nose and tail for optimum lightness pop responsiveness and durability, and our time tested Classic Sandwich construction built using the high quality materials that let us produce great performing boards that don’t break the bank.  Key Features of Nidecker Score Snowboard: Construction: Classic Sandwich Core: Full Wood CoreTop: AbsorbnidBase: N-5000Fiberglass: Dual PLUSInserts: 4/2 - - 5Extras: Matte Finish - Wood TransparencyProfile: Diamond Nose/TailRadius: 7m & 8mSet Back: 10 mmRiding Style: All-MountainRiding Level: Beginner/IntermediateStandard CamrockFloatable: 8/10Carvability: 7/10Switch: 9/10Speed Stability: 7/10Flex Rating: 6/10 DimensionsLength (cm)149 M152 M152 L156 L159 L Effective Edge (cm)114117117121124Tip Width (cm)28.52929.129.229.5Tail Width (cm)28.52929.129.229.5Waist Width (cm)24.424.825.225.425.5Sidecut (m)77.27.47.67.7,static/img/loading.gif,Snowboards,Nidecker,Medium (152cm)-Large (159cm),209.95,https://www.The-House.com/9849nisco0420zz-nidecker-snowboards.html,T,(30% Off),,
Ride Burnout Snowboard,Description: Ride Burnout Snowboard                        A new Linear Twin Sidecut design paired with Flat Kick Tips increases underfoot width enhances leverage on landings increases edge hold through turns and improves stability on flat base. Carbon Slimewalls enhance response and stability without adding stiffness. The Burnout is a high-end twin for an intermediate to advanced rider looking to avoid the stress and frustration commonly associated with riding the same old high-end freestyle shape.   Key Features of Ride Burnout Snowboard Twin Hybrid CamberNEW! Linear Twin SidecutCleave EdgeSintered Stone Ground BasePerformance CoreSlimewalls Carbon SlimewallsDouble Impact PlatesCarbon Array 5Hybrid GlassFlat Kick TipsRoll-In ConstructionDesign: Hybrid CamberResponse: Medium DimensionsLength (cm)149152155158Effective Edge (cm)118.3120.8123.4125.9Tip Width (cm)29.129.329.629.8Tail Width (cm)29.129.329.629.8Waist Width (cm)24.824.92525.1Sidecut (m)7.77.87.98,static/img/loading.gif,Snowboards,Ride,158cm,324.95,https://www.The-House.com/9852rdburt20zz-ride-snowboards.html,T,(35% Off),,,
Chamonix Kraken Wide Snowboard,Description: Chamonix Kraken Wide Snowboard                        Beware the Kraken! With its proven radial shape and new age design this board will attack anything the mountain can throw at it. This true twin jibbing monster comes constructed with a hybrid camber profile that adds a reverse camber zone in between the insert packs for a loose and playful feel. The regular camber underfoot gives it extra snap and edge hold for those sketchy landings. It's always an adventure on the Kraken!  Key Features of Chamonix Kraken Wide Snowboard Sintered BasePoplar + Hardwood StringersCarbon StringersRocker ProfileTwin Shape6/10 Flex DimensionsLength155W158W161WEffective Edge115118121Tip Width30.430.731Tail Width30.430.731Waist Width26.126.326.5Sidecut7.57.78Stance Range52-6452-6455-67,static/img/loading.gif,Snowboards,Chamonix,155cm (W)-158cm (W)-161cm (W),249.95,https://www.The-House.com/9855chkrakw21zz-chamonix-snowboards.html,F,,,,
Salomon Sleepwalker Wide Snowboard,Description: Salomon Sleepwalker Wide Snowboard                        Matching the style of Tommy Gesme isn’t easy but the Sleepwalker brings smooth agility and fun carving without having to sacrifice pop. The Sleepwalker is loaded with freestyle focused tech such as Rock out Camber for perfect flex and presses.  Key Features of Salomon Sleepwalker Wide Snowboard: Shape: True TwinProfile: Rock Out CamberSide Cut: EQ RadWidth: WideBase: Extruded EGPopsterRubber PadsAspen Strong CoreMedium stone finishFreestyle Edge Bevels4X2 insertsBA MD fiber glassFlex: Soft/Medium DimensionsLength155W158WEffective Edge120.5123Nose Width30.430.7Waist Width25.926.2Tail Width30.430.7Stance Set Back0mm0mm,static/img/loading.gif,Snowboards,Salomon,155cm (W)-158cm (W),349.95,https://www.The-House.com/9855saswkrw21zz-salomon-snowboards.html,F,,,,
Chamonix Geant Wide Snowboard,Description: Chamonix Geant Wide Snowboard                        Need a little wider board for your manly feet but don't want skip on all MOUNTAIN performance? Check out the all new Geant! With a twin shape and gentle nose and tail rocker the Geant is a great fit anywhere on the mountain and will keep you charging hard with confidance.   Key Features of Chamonix Geant Snowboard Extruded BasePoplar+ Hardwood StringersRocker ProfileTwin Shape5/10 Flexi DimensionsLength159W163WEffective Edge118.6125.4Waist Width26.425.5Sidecut7.98.5,static/img/loading.gif,Snowboards,Chamonix,159cm (W)-163cm (W),249.95,https://www.The-House.com/9859chgeaw21zz-chamonix-snowboards.html,F,,,,
DC Mega Wide Snowboard,Description: DC Mega Wide Snowboard                        Team-tested and approved the Mega is built to bring skate-inspired style to the snow by combining snappy Lock & Load camber with a lightweight pop-enhancing Fresh Deck top sheet.  Key Features of DC Mega Wide Snowboard Lock & Load CamberStratus CoreBiax FiberglassSintered SupremeFresh Deck Top SheetRadius 2 FlatFlex Rating: 7/10Camber: +6mm DimensionsLength (cm)154W157WRunning Length114117Tip Width (cm)30.330.6Tail Width (cm)30.330.6Waist Width (cm)25.626Sidecut (m)6.97.5,static/img/loading.gif,Snowboards,DC,154cm (W),374.95,https://www.The-House.com/9854dcmegw20zz-dc-snowboards.html,T,(25% Off),,,
Chamonix Dolent Snowboard,Description: Chamonix Dolent Snowboard                        The Dolent provides all-mountain freedom to the rider geared toward slaying the opportunities provided by their local resort. Whether it's linking turns spraying skiers or ducking fences the Dolent explodes onto the scene to deliver the all-mountain performance you've been searching for. A directional twin profile sets back the riders stance to give them an easier ride through deep snow zones and sets the board in a cruise control like experience while riding hardpack and groomed runs. The true camber profile provides unmatched energy edge hold and ollie power. The Dolent is a force to be reckoned with which is sure to leave a lasting impression on any rider.  Key Features of Chamonix Dolent Snowboard Sintered BasePoplar+ Hardwood StringersCarbon StringersCamber ProfileDirectional Twin Shape8/10 Flexi DimensionsLength155160165Effective Edge121.5125.4129.4Tip Width29.930.130.8Tail Width29.429.430.1Waist Width25.225.525.5Sidecut8.38.58.5Stance Range50-6252-6452-64,static/img/loading.gif,Snowboards,Chamonix,155cm-160cm-165cm,299.95,https://www.The-House.com/9855chdol21zz-chamonix-snowboards.html,F,,,,
Burton Skeleton Key Snowboard,Description: Burton Skeleton Key Snowboard A directional utility tool designed to unlock the full spectrum of freeride terrain.The offspring of a one-night stand between two of Burton's most revered all-terrain boards the men's Burton Skeleton Key Snowboard has quickly become a staple in the quivers of our testers and team riders. From Japan-deep pow to Mount Baker's legendary banks this uniquely hard-charging directional shape fuses camber with a slightly increased waist width that carves like a knife.  Key Features of Burton Skeleton Key Snowboard: Freeride Directional Shape features a setback camber and a sidecut that is centered on your stance to create a twin freestyle stance when riding flat base and on edge it turns tight and quick with the float and prowess of a directional deck10mm Taper provides a versatile ride that promotes free and easy turns making this board perfect for riding in any conditionDirectional Camber Bend has camber under both feet for stability through deep-diving turns and variable conditions and a rockered nose that adds lift for increased floatDirectional Flex features increased pop in the tail and a more resilient nose that allows riders to easily maintain control through all terrain and conditionsSuper Fly II 700G Core uses stronger and lighter wood to provide pop and strength while reducing overall weight, Dualzone EGD engineered wood grain is positioned along the toe and heel edges on two continuous zones perpendicular to the core for more edge-hold response and strengthTriax Fiberglass provides versatile flex and response for everything from mini to mega shredWFO Base infuses specially formulated wax deep into the pores of the extra-absorbent high-density sintered material making it ultradurable for riding all season in any conditionThe Channel® Board Mount is designed to help dial in the perfect stance and is compatible with all major bindings The Channel® - Stronger faster easier and designed to help dial-in the perfect stance for you - The Channel® gives you ultimate control of your stance and your board in a design compatible with all major bindings (not just Burton's).,static/img/loading.gif,Snowboards,Burton,150cm-154cm-158cm-162cm,519.95,https://www.The-House.com/9850btskeky21zz-burton-snowboards.html,F,,,
Burton Ripcord Wide Snowboard,Description: Burton Ripcord Wide Snowboard Blast past the learning curve with the easiest most progression-friendly board we make.The men's Burton Ripcord Snowboard is designed to accelerate beginners and intermediates into more advanced riding situations. A directional shape makes easy work of any terrain or snow condition while the added stability and catch-free feel of Flat Top with Easy Bevel puts you in the pilot's seat. A softer more playful flex make this an easier-going alternative to other twins with a performance-oriented ride that gives you more room to grow than you'll get with most entry level boards. The upgrade to The Channel® gives you the easiest stance setup and adjustments possible with compatibility that works with bindings from all major brands (not just Burton's).  Key Features of Burton Ripcord Wide Snowboard: Directional Shape is the classic snowboard shape designed to be ridden with a slightly longer nose than tail to concentrate pop in the tail while providing plenty of float flow and control to rip any terrain or condition5mm Taper makes for easy turning providing the feel and focus of a directional board without anything holding you back from riding it like a twinFlat Top Bend provides stability balance and continuous edge control helping the tip and tail kick up for a catch-free and loose riding experience, Easy Bevel gives riders an incredibly soft and forgiving board with super soft flex and a convex base that lifts the edges off the snow making it virtually impossible to catch an edgeDirectional Flex features increased pop in the tail and a more resilient nose that allows riders to easily maintain control through all terrain and conditionsFly 900G Core is a classic tip-to-tail wood core that utilizes the best of two wood species to lighten the load without sacrificing flex pop or strengthBiax Fiberglass features a jib-friendly torsionally soft flex and a forgiving feel that's great for beginning riders or the parkExtruded Base provides speed and strength and requires little in the way of maintenanceThe Channel® Board Mount is designed to help dial in the perfect stance and is compatible with all major bindings The Channel® - Stronger faster easier and designed to help dial-in the perfect stance for you - The Channel® gives you ultimate control of your stance and your board in a design compatible with all major bindings (not just Burton's).,static/img/loading.gif,Snowboards,Burton,156cm (W)-158cm (W)-162cm (W),379.95,https://www.The-House.com/9856btripcw21zz-burton-snowboards.html,F,,,
Bataleon Blow Snowboard,Description: Bataleon Blow Snowboard                        The Blow is a no-nonsense park and jib board. Jump on the let this board blow you away.  Key Features of Bataleon Blow Snowboard: 3D Profile: Jib 3BTSidebase Uplift: Tail: Low Uplift Nose: Low UpliftCamber Profile: Low CamberBiax LaminateCore CoreSuper Slick XFlip FlopShock WallsTwinBoard Level: Beginner/AdvancedFlex: 2/10 DimensionsLength (cm)138142145148151153155Effective Edge (cm)105.9109.9112.4116.4118.9120.5122.5Tip Width (cm)27.828.528.52929.129.329.7Tail Width (cm)27.828.528.52929.129.329.7Waist Width (cm)2424.524.8252525.225.5Sidecut (m)7.27.27.37.47.57.57.7,static/img/loading.gif,Snowboards,Bataleon,155cm,389.95,https://www.The-House.com/9851bablow21zz-bataleon-snowboards.html,F,,,,
Arbor Crosscut Rocker Snowboard,Description: Arbor Crosscut Rocker Snowboard                        The Crosscut is the newest addition to the Arbor line in our expanding collection of directional snowboards. Built on the same chasis as the A-Frame the Crosscut offers a more affordable option for riders who prefer a snowboard with a setback stance and a small amount of taper ideal when riding predominantly in their natural stance direction. The top of the Crosscut features a hand dyed Ash Powerply Bio-Plastic Topsheet and our all-new Sintered Crosslink Base a mid-density material that demonstrates increased speed and precision while maintaining ease of repair. The System Rocker design provides a surfy ride with natural float and cleaner tracking.   Key Features of Arbor Crosscut Rocker Snowboard Hand Dyed Ash PowerplyBio-Plastic TopsheetFSC Certified Double Barrel II CoreSintered Crosslink BaseMixed Glassing2x4 14 Pack Inserts0.87 cm Taper360?? Fully Wrapped SidewallsRecycled Steel EdgesEntropy Bio ResinWend Natural WaxFactory TunedZero Waste BaseRecycled ABS3-Year WarrantyFlex Meter: 7/10 DimensionsLength (cm)153157161Effective Edge (cm)111.4115118.6Tip Width (cm)29.229.529.9Tail Width (cm)28.328.729Waist Width (cm)25.225.425.6Sidecut (m)8.859.059.25,static/img/loading.gif,Snowboards,Arbor,153cm,349.95,https://www.The-House.com/9853arccr20zz-arbor-snowboards.html,T,(30% Off),,,
Arbor Coda Rocker Midwide Snowboard,Description: Arbor Coda Rocker Midwide Snowboard                        The Coda is a first-class versatile mountain twin," a high-end version of the Shiloh distinguished by upgraded features such as our classic American Black Walnut Powerply and our all-new ""Rise Above Plastics"" Topless Technology. This newly developed R.A.P. Topless Technology allows us to move one step closer to a product made of fully recyclable and bio-degradable materials. Additional upgraded features include our most premium Sintered Base with our most environmentally friendly base construction process. The System Rocker design provides a surfy ride with natural float and cleaner tracking.   Key Features of Arbor Coda Rocker Midwide Snowboard American Black Walnut PowerplyR.A.P. Topless TechnologyFSC Certified Double Barrel II CoreSintered BaseMixed Glassing2x4 14 Pack Inserts360?? Fully Wrapped SidewallsRecycled Steel EdgesEntropy Bio ResinWend Natural WaxFactory TunedZero Waste BaseRecycled ABS3-Year WarrantyFlex Meter: 9/10 DimensionsLength (cm)157MW161MW163MWEffective Edge (cm)118121.6123.4Tip Width (cm)30.230.5530.73Tail Width (cm)30.230.5530.73Waist Width (cm)2626.226.3Sidecut (m)7.858.058.15",static/img/loading.gif,Snowboards,Arbor,157cm (MW),405.95,https://www.The-House.com/9857arcormw20zz-arbor-snowboards.html,T,(30% Off),,
Lib Tech Skunk Ape Ultra Wide Snowboard,Description: Lib Tech Skunk Ape Ultra Wide Snowboard                        Our experiMENTAL Division’s big guy “dream board” project. Constant testing and refinement by Trevor Phillips Krush Kulesza Neil Green and Kurt Jensen make this the best larger gentlemen’s power freestyle stick on the planet. Put it on rail or on a rail your toes won’t drag but your knuckles might. Built in ultra-light HP construction for easy on the front foot chair rides.  Key Features of Lib Tech Skunk Ape Ultra Wide Snowboard: C2: Perfect All Terrain ContourBanana Technology [BNA] Effortless ControlHorsepower Construction [HP]Lighter/Environmentally/Nicer SmootherCore: 60% Aspen / 40% PaulowniaGlass: Tri-Ax / Bi-Ax And Basalt AlloyTop: Eco Sublimated Poly TopBase: Eco Sublimated Tnt (Fast & Low Maintenance)Birch Internal SidewallsUhmw Sintered SidewallsUhmw Tip/Tail Impact DeflectionMagne-Traction Effortless Edge HoldSerrate Steak Knife TechnologyHandcrafted Near Canada in the USAAll Mountain/Freestyle - Directional TwinArt by Quincy QuiggFlex: Medium/Firm DimensionsLength170 Ulta WideContact Length127Nose Width32.9Waist Width28.5Tail Width32.9Sidecut8.6,static/img/loading.gif,Snowboards,Lib Tech,170cm (UW),619.99,https://www.The-House.com/9870ltskapuw21zz-lib-tech-snowboards.html,F,,,,
Salomon Sight Snowboard,Description: Salomon Sight Snowboard                        The Sight features a Cross Profile, Rocker and camber blend a perfect balance of edge control and forgiveness. The Aspen Strong Core brings this board above average with extra snap off jumps and heightened responsiveness while carving.  Key Features of Salomon Sight Snowboard: Shape: Directional TwinProfile: Cross ProfileSide Cut: Quadratic Width: Regular Base: ExtrudedAspen StrongStandard stone finishBite FreeRubber Pads4X2 insertsBA LD fiber glassFlex: Soft/Medium DimensionsLength147150153156159Effective Edge112.5114.5117.5119.5122.5Nose Width28.428.8292929Waist Width24.424.524.624.825Tail Width28.428.8292929Stance Set Back10mm10mm10mm10mm10mm,static/img/loading.gif,Snowboards,Salomon,147cm-150cm-153cm-156cm-159cm,349.95,https://www.The-House.com/9847sasgt21zz-salomon-snowboards.html,F,,,
Lib Tech Jamie Lynn Phoenix Dagmar Snowboard,Description: Lib Tech Jamie Lynn Phoenix Dagmar Snowboard                        The peoples’ dream Jamie… easy riding all terrain pow friendly power freestyle Jamie Lynn snowboard. Smooth riding C2 rocker camber hybrid contours combined with a trench carving sidecut and nice floaty “Dagmar” nose make this the perfect one board quiver. This board will float the pow at Baldface and set your local resort on fire.  Key Features of Lib Tech Jamie Lynn Phoenix Dagmar Snowboard Core: 75% Aspen / 25% PaulowniaGlass: Tri-Ax / Bi-Ax FiberTop: Eco Sublimated Poly TopBase: Eco Sublimated TNT (Fast & Low Maintenance)Birch Internal SidewallsUHMW Sintered SidewallsUHMW Tip/Tail Impact DeflectionOriginal Power Construction [OP]C2 - Perfect All Terrain ContourPerfection - Control/Precision/FloatCamber/Rocker/CamberMagne-Traction - Effortless Edge HoldSerrated Steak Knife TechnologyHandcrafted Near Canada in the USAMervin Made - Zero Hazardous WasteArt by Jamie Lynn (@jamiemlynn)All Mountain/Freestyle - Directional DimensionsLength (cm)154157160Contact Length (cm)113115117Tip Width (cm)28.929.430Tail Width (cm)28.529.229.8Waist Width (cm)24.925.125.7Sidecut (m)8.28.38.4Flex Range 1=Soft 10=Firm66.57,static/img/loading.gif,Snowboards,Lib Tech,157cm,419.95,https://www.The-House.com/9854ltjlpd20zz-lib-tech-snowboards.html,T,(30% Off),,,
Lib Tech T.Rice Pro Pointy Wide Snowboard,Description: Lib Tech T.Rice Pro Pointy Wide Snowboard                        Travis’ favorite Jackson Hole designed / globally tested shapes in lightweight long lasting powerful HP construction. The T.Rice Pro HP is a very versatile stick that will allow you to push your limits and is still fun and playful enough to be the perfect daily driver. A perfect snowboard from the world’s best snowboarder.  Key Features of Lib Tech T.Rice Pro Pointy Wide Snowboard: C2: Perfect All Terrain ContourBanana Technology [BNA] Effortless ControlHorsepower Construction [HP]Lighter/Environmentally/Nicer SmootherCore: 60% Aspen / 40% PaulowniaGlass: Tri-Ax / Bi-Ax Fiber With BasaltTop: Eco Sublimated Bio Beans TopBase: Eco Sublimated SinteredBirch Internal SidewallsUhmw Sintered SidewallsUhmw Tip/Tail Impact DeflectionMagne-Traction Effortless Edge HoldSerrate Steak Knife TechnologyHandcrafted Near Canada in the USAAll Mountain/Freestyle - TwinArt by Mike ParilloFlex: Medium/Firm DimensionsLength161.5W164.5WContact Length124.5127Nose Width31.131.2Waist Width26.526.7Tail Width31.131.2Sidecut8.48.5,static/img/loading.gif,Snowboards,Lib Tech,161.5cm (W)-164.5cm (W),599.99,https://www.The-House.com/98615lttrppw21zz-lib-tech-snowboards.html,F,,,,
Chamonix Caden Snowboard,Description: Chamonix Caden Snowboard                        Send it on the slopes this winter learning new tricks on the Caden. We have crafted Caden with a zero camber profile that delivers a more catch free edge great for riders of all levels from bunny hill to park. Durable ABS sidewall construction keeps this deck poppy underfoot while also delivering better edge hold when initiating your turns. The directional twin shape and poplar core will help take your riding to the next level in style this season and the next.  Key Features of Chamonix Caden Snowboard Extruded BasePoplar CoreZero Camber ProfileTwins Shape5/10 Flex DimensionsLength152155158Effective Edge114117119Tip Width29.629.830Tail Width29.629.830Waist Width25.225.425.6Sidecut7.27.67.8Stance Range52-6452-6452-64,static/img/loading.gif,Snowboards,Chamonix,152cm-155cm-158cm,239.95,https://www.The-House.com/9852chcaden21zz-chamonix-snowboards.html,F,,,,
